"key","date","campaign_name","ad_set_name","network","signups","p0_signup","p0_signup_per","p1_signup","p1_signup_per","total_trial","third_tcard_unlock","third_tcard_unlock_per","trial_per","d0","d0_revenue","d0_aov","d0_d6","d0_d6_revenue","d0_d6_aov","d0_d15","d0_d30","d0_d60","d0_d90","d0_per","d0_d6_per","d0_d15_per","d0_d30_per","d0_d60_per","d0_d90_per","new_user_count_by_trial","new_user_revenue_by_trial","new_user_count_by_trial_per","overall_users","overall_revenue","new_converted_user","new_converted_user_per","new_user_rev","new_user_aov","repeat_converted_user","repeat_converted_user_per","repeat_revenue","m0","m0_revenue","m0_aov","d0_trial","d0_d6_overall","d0_d6_revenue_overall","m0_p0andp1","m0_p0andp1_revenue","m0_p0andp1_aov","m0_other","m0_other_revenue","m0_other_aov","d6_mandate_con","d6_mandate_revenue","Week number"
"45991GA_UAC-TROAS_Android_Catalyst-Quality-SU&Pro_Pan-India_141125ga_aud-signal_android_options_catalyst-quality-su&pro_141125","30/11/2025","GA_UAC-TROAS_Android_Catalyst-Quality-SU&Pro_Pan-India_141125","ga_aud-signal_android_options_catalyst-quality-su&pro_141125","Google","158","19","12.03","41","25.95","30","12","40","18.98734177","0","0","","10","15491","1549.1","11","15","15","16","0","6.33","6.96","9.49","9.49","10.13","14","1499","46.67","24","36252","16","10.13","24260","1516.25","8","5.06","11992","0","","","13","16","15491","0","","","0","","","9","13491","Week 18"
"45991GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_options_catalyst-quality-su_040825","30/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_options_catalyst-quality-su_040825","Google","2763","58","2.1","323","11.69","172","49","28.49","6.225117626","5","10670","2134","49","80426","1641.346939","72","84","90","94","0.18","1.77","2.61","3.04","3.26","3.4","92","18066","53.49","134","211051.14","96","3.47","153079","1594.57","38","1.38","57972.14","5","10670","2134","73","96","83160.14","1","2899","2899","1","2899","2899","41","61459","Week 18"
"45991GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_generic_catalyst-quality-su_040825","30/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_generic_catalyst-quality-su_040825","Google","2954","57","1.93","393","13.3","162","40","24.69","5.48408937","2","11748","5874","49","81476","1662.77551","63","72","81","81","0.07","1.66","2.13","2.44","2.74","2.74","84","10393","51.85","127","216273","85","2.88","133215","1567.24","42","1.42","83058","4","34846","8711.5","73","85","104574","0","","","0","","","46","68954","Week 18"
"45991FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825fb_mof_aaa_android_pro-sub_010825_adset1","30/11/2025","FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825","fb_mof_aaa_android_pro-sub_010825_adset1","Facebook","134","13","9.7","37","27.61","21","16","76.19","15.67164179","2","7498","3749","10","26965","2696.5","13","15","15","15","1.49","7.46","9.7","11.19","11.19","11.19","10","13369","47.62","20","69746.34","15","11.19","40235","2682.33","5","3.73","29511.34","2","7498","3749","9","15","29824.46","2","7498","3749","2","7498","3749","4","5996","Week 18"
"45990","29/11/2025","","","","467","9","1.93","43","9.21","33","12","36.36","7.066381156","1","2274","2274","7","13168","1881.142857","10","12","13","14","0.21","1.5","2.14","2.57","2.78","3","13","8671","39.39","19","46931","15","3.21","39435","2629","4","0.86","7496","1","2274","2274","21","15","13168","1","2274","2274","1","2274","2274","5","8995","Week 18"
"45990","29/11/2025","","","Organic","401","20","4.99","53","13.22","51","29","56.86","12.71820449","2","3673","1836.5","14","27786","1984.714286","18","19","21","21","0.5","3.49","4.49","4.74","5.24","5.24","18","11518","35.29","32","54343","21","5.24","38254","1821.62","11","2.74","16089","3","4947","1649","28","21","27786","1","1274","1274","1","1274","1274","8","11992","Week 18"
"45990UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-2-010823","29/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-2-010823","Google","698","18","2.58","60","8.6","145","56","38.62","20.77363897","4","19871","4967.75","34","71416","2100.470588","58","69","78","82","0.57","4.87","8.31","9.89","11.17","11.75","79","33638","54.48","109","193565.74","83","11.89","148242","1786.05","26","3.72","45323.74","5","22445","4489","62","83","71416","4","19871","4967.75","4","19871","4967.75","29","48971","Week 18"
"45990UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-1-010823","29/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-1-010823","Google","501","18","3.59","42","8.38","84","40","47.62","16.76646707","5","42845","8569","17","62233","3660.764706","19","21","31","32","1","3.39","3.79","4.19","6.19","6.39","29","21965","34.52","35","134090","33","6.59","89292","2705.82","2","0.4","44798","6","45744","7624","48","33","62233","2","31199","15599.5","2","31199","15599.5","8","12492","Week 18"
"45990GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_options_pro-sub_020925","29/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_options_pro-sub_020925","Google","1430","16","1.12","145","10.14","181","93","51.38","12.65734266","1","2899","2899","34","60617","1782.852941","47","59","65","68","0.07","2.38","3.29","4.13","4.55","4.76","62","21440","34.25","92","159971.62","68","4.76","121583","1787.99","24","1.68","38388.62","3","10498","3499.333333","97","68","62728.62","2","7599","3799.5","2","7599","3799.5","28","42872","Week 18"
"45990GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_generic_pro-sub_020925","29/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_generic_pro-sub_020925","Google","1445","25","1.73","135","9.34","254","122","48.03","17.57785467","2","5373","2686.5","38","81187","2136.5","52","66","77","83","0.14","2.63","3.6","4.57","5.33","5.74","81","28338","31.89","114","217566.12","86","5.95","156589","1820.8","28","1.94","60977.12","6","27044","4507.333333","154","86","90189.12","5","24270","4854","5","24270","4854","30","45470","Week 18"
"45990GA_UAC-TROAS_Android_Catalyst-Quality-SU&Pro_Pan-India_141125ga_aud-signal_android_generic_catalyst-quality-su&pro_141125","29/11/2025","GA_UAC-TROAS_Android_Catalyst-Quality-SU&Pro_Pan-India_141125","ga_aud-signal_android_generic_catalyst-quality-su&pro_141125","Google","215","9","4.19","25","11.63","41","19","46.34","19.06976744","1","774","774","11","17063.83","1551.257273","15","17","17","17","0.47","5.12","6.98","7.91","7.91","7.91","17","5071.83","41.46","29","44745.83","17","7.91","26057.83","1532.81","12","5.58","18688","1","774","774","19","17","17063.83","1","774","774","1","774","774","9","13491","Week 18"
"45990GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_options_catalyst-quality-su_040825","29/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_options_catalyst-quality-su_040825","Google","3034","38","1.25","266","8.77","208","42","20.19","6.855636124","2","3898","1949","58","87842","1514.517241","83","93","107","111","0.07","1.91","2.74","3.07","3.53","3.66","110","8394","52.88","167","257534","115","3.79","177685","1545.09","52","1.71","79849","3","7498","2499.333333","90","115","91442","0","","","0","","","56","83944","Week 18"
"45990GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_generic_catalyst-quality-su_040825","29/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_generic_catalyst-quality-su_040825","Google","3358","41","1.22","326","9.71","227","70","30.84","6.759976176","4","8871","2217.75","65","105410","1621.692308","87","103","112","116","0.12","1.94","2.59","3.07","3.34","3.45","113","20065","49.78","166","258459","117","3.48","185108","1582.12","49","1.46","73351","4","8871","2217.75","107","117","105410","0","","","0","","","60","95240","Week 18"
"45989","28/11/2025","","","","471","14","2.97","68","14.44","55","28","50.91","11.67728238","2","8598","4299","8","16892","2111.5","13","16","19","20","0.42","1.7","2.76","3.4","4.03","4.25","22","6970","40","31","53144.92","23","4.88","38852","1689.22","8","1.7","14292.92","4","10896","2724","29","23","18616.92","2","3398","1699","2","3398","1699","5","7495","Week 18"
"45989","28/11/2025","","","Organic","474","34","7.17","91","19.2","82","48","58.54","17.29957806","5","9945","1989","21","64055","3050.238095","26","29","29","31","1.05","4.43","5.49","6.12","6.12","6.54","21","15120","25.61","43","131185","31","6.54","80695","2603.06","12","2.53","50490","12","40539","3378.25","46","31","69055","4","7396","1849","4","7396","1849","9","13491","Week 18"
"45989UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-2-010823","28/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-2-010823","Google","827","18","2.18","78","9.43","165","46","27.88","19.95163241","2","8823","4411.5","28","48371.67","1727.559643","55","64","75","78","0.24","3.39","6.65","7.74","9.07","9.43","77","12867.67","46.67","99","155200.67","81","9.79","128018.67","1580.48","18","2.18","27182","7","16318","2331.142857","75","81","48371.67","3","5872","1957.333333","3","5872","1957.333333","23","34477","Week 18"
"45989UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-1-010823","28/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-1-010823","Google","489","20","4.09","64","13.09","104","55","52.88","21.26789366","3","5972","1990.666667","20","37781","1889.05","35","39","42","42","0.61","4.09","7.16","7.98","8.59","8.59","41","19568","39.42","59","101285.75","42","8.59","73134","1741.29","17","3.48","28151.75","9","17841","1982.333333","56","42","37781","1","2599","2599","1","2599","2599","15","23985","Week 18"
"45989GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_options_pro-sub_020925","28/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_options_pro-sub_020925","Google","1085","23","2.12","121","11.15","151","70","46.36","13.91705069","2","4173","2086.5","26","46449","1786.5","48","51","62","67","0.18","2.4","4.42","4.7","5.71","6.18","67","33488.83","44.37","83","159007.45","69","6.36","128005.83","1855.16","14","1.29","31001.62","11","22064","2005.818182","77","69","46449","2","5873","2936.5","2","5873","2936.5","22","37478","Week 18"
"45989GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_generic_pro-sub_020925","28/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_generic_pro-sub_020925","Google","1379","29","2.1","150","10.88","215","116","53.95","15.59100798","6","20698","3449.666667","47","90706.5","1929.925532","62","72","79","83","0.44","3.41","4.5","5.22","5.73","6.02","80","36109.5","37.21","113","238844.5","91","6.6","165187.5","1815.25","22","1.6","73657","26","62354","2398.230769","117","91","99706.5","11","21014","1910.363636","11","21014","1910.363636","34","53966","Week 18"
"45989GA_UAC-TROAS_Android_Catalyst-Quality-SU&Pro_Pan-India_141125ga_aud-signal_android_generic_catalyst-quality-su&pro_141125","28/11/2025","GA_UAC-TROAS_Android_Catalyst-Quality-SU&Pro_Pan-India_141125","ga_aud-signal_android_generic_catalyst-quality-su&pro_141125","Google","189","14","7.41","45","23.81","41","20","48.78","21.69312169","1","3822","3822","6","11067","1844.5","11","14","16","17","0.53","3.17","5.82","7.41","8.47","8.99","18","12142","43.9","20","35428","18","9.52","31430","1746.11","2","1.06","3998","1","3822","3822","18","18","11067","0","","","0","","","5","7245","Week 18"
"45989GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_options_catalyst-quality-su_040825","28/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_options_catalyst-quality-su_040825","Google","2867","56","1.95","345","12.03","242","66","27.27","8.440878968","2","8573","4286.5","43","71732","1668.186047","74","91","100","105","0.07","1.5","2.58","3.17","3.49","3.66","108","25063","44.63","150","236746.46","110","3.84","174540","1586.73","40","1.4","62206.46","13","24862","1912.461538","118","110","75177.46","4","7071","1767.75","4","7071","1767.75","39","58961","Week 18"
"45989GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_generic_catalyst-quality-su_040825","28/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_generic_catalyst-quality-su_040825","Google","3136","60","1.91","396","12.63","212","62","29.25","6.760204082","3","3872","1290.666667","50","80725","1614.5","77","87","95","97","0.1","1.59","2.46","2.77","3.03","3.09","99","16267","46.7","148","229967.98","101","3.22","159174","1575.98","47","1.5","70793.98","14","21461","1532.928571","98","101","82424","2","4098","2049","2","4098","2049","43","65957","Week 18"
"45988","27/11/2025","","","Organic","483","15","3.11","96","19.88","66","42","63.64","13.66459627","5","23595","4719","21","55979.34","2665.682857","24","28","30","31","1.04","4.35","4.97","5.8","6.21","6.42","24","21767.34","36.36","50","162678.11","33","6.83","117842.34","3570.98","17","3.52","44835.77","17","56683.34","3334.314118","39","33","63478.34","4","20695.34","5173.835","4","20695.34","5173.835","10","16490","Week 18"
"45988UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-2-010823","27/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-2-010823","Google","916","17","1.86","56","6.11","198","80","40.4","21.61572052","3","8172","2724","31","50144","1617.548387","62","73","91","96","0.33","3.38","6.77","7.97","9.93","10.48","98","19066","49.49","128","207198","100","10.92","164126","1641.26","28","3.06","43072","12","21663","1805.25","91","100","50144","2","4398","2199","2","4398","2199","28","41972","Week 18"
"45988UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-1-010823","27/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-1-010823","Google","536","16","2.99","57","10.63","116","47","40.52","21.64179105","5","11295","2259","20","38355","1917.75","26","34","41","44","0.93","3.73","4.85","6.34","7.65","8.21","41","16742","35.34","62","124072.38","46","8.58","85354","1855.52","16","2.99","38718.38","14","26561","1897.214286","69","46","38355","3","6297","2099","3","6297","2099","12","19488","Week 18"
"45988GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_options_pro-sub_020925","27/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_options_pro-sub_020925","Google","1115","24","2.15","113","10.13","184","99","53.8","16.50224215","4","6520","1630","35","60889","1739.685714","47","53","60","62","0.36","3.14","4.22","4.75","5.38","5.56","59","23537","32.07","88","193043.85","63","5.65","108036","1714.86","25","2.24","85007.85","20","37604","1880.2","117","63","82116.73","7","18567","2652.428571","7","18567","2652.428571","27","43473","Week 18"
"45988GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_generic_pro-sub_020925","27/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_generic_pro-sub_020925","Google","1103","28","2.54","121","10.97","215","101","46.98","19.49229374","5","20669","4133.8","31","82443","2659.451613","49","58","68","70","0.45","2.81","4.44","5.26","6.17","6.35","68","23288","31.63","104","204420","76","6.89","159148","2094.05","28","2.54","45272","19","64155","3376.578947","128","76","82443","4","14621","3655.25","4","14621","3655.25","24","38476","Week 18"
"45988GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_options_catalyst-quality-su_040825","27/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_options_catalyst-quality-su_040825","Google","3205","41","1.28","394","12.29","190","51","26.84","5.928237129","1","2699","2699","50","76150","1523","71","79","85","86","0.03","1.56","2.22","2.46","2.65","2.68","91","19267","47.89","132","220118","93","2.9","149757","1610.29","39","1.22","70361","13","32187","2475.923077","91","93","89149","2","2998","1499","2","2998","1499","49","73451","Week 18"
"45988GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_generic_catalyst-quality-su_040825","27/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_generic_catalyst-quality-su_040825","Google","3785","56","1.48","488","12.89","233","54","23.18","6.155878468","2","4698","2349","42","66933","1593.642857","69","88","94","97","0.05","1.11","1.82","2.32","2.48","2.56","97","10994","41.63","144","234153.48","99","2.62","153576","1551.27","45","1.19","80577.48","8","21267","2658.375","121","99","82237.86","4","15271","3817.75","4","15271","3817.75","38","56962","Week 18"
"45988FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825fb_mof_aaa_android_pro-sub_010825_adset2","27/11/2025","FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825","fb_mof_aaa_android_pro-sub_010825_adset2","Facebook","161","11","6.83","40","24.84","33","22","66.67","20.49689441","3","12646","4215.333333","14","36235","2588.214286","17","18","19","19","1.86","8.7","10.56","11.18","11.8","11.8","13","8569","39.39","30","79226.11","19","11.8","42805","2252.89","11","6.83","36421.11","8","23241","2905.125","21","19","36235","2","4998","2499","2","4998","2499","8","12892","Week 18"
"45987","26/11/2025","","","","460","17","3.7","57","12.39","56","18","32.14","12.17391304","0","0","","7","12493","1784.714286","10","13","15","17","0","1.52","2.17","2.83","3.26","3.7","19","16292","33.93","29","57819.61","19","4.13","31381","1651.63","10","2.17","26438.61","3","9997","3332.333333","34","19","23892","2","9198","4599","2","9198","4599","4","6496","Week 18"
"45987","26/11/2025","","","Organic","471","15","3.18","82","17.41","79","43","54.43","16.77282378","4","8896","2224","16","26634","1664.625","21","26","26","27","0.85","3.4","4.46","5.52","5.52","5.73","23","16717","29.11","38","87938","29","6.16","63371","2185.21","9","1.91","24567","9","16867","1874.111111","40","29","28109","1","1899","1899","1","1899","1899","12","17738","Week 18"
"45987UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-2-010823","26/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-2-010823","Google","896","19","2.12","65","7.25","185","48","25.95","20.64732143","3","17897","5965.666667","34","83741","2462.970588","62","77","85","91","0.33","3.79","6.92","8.59","9.49","10.16","90","32589","48.65","132","259570.55","94","10.49","178581","1899.8","38","4.24","80989.55","14","50461","3604.357143","87","94","87567.55","5","26570","5314","5","26570","5314","28","46172","Week 18"
"45987UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-1-010823","26/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-1-010823","Google","521","17","3.26","49","9.4","129","68","52.71","24.76007678","2","7697","3848.5","23","42276","1838.086957","33","38","44","45","0.38","4.41","6.33","7.29","8.45","8.64","46","26640","35.66","66","116382.26","47","9.02","84003","1787.3","19","3.65","32379.26","12","24587","2048.916667","75","47","42276","2","7797","3898.5","2","7797","3898.5","19","28981","Week 18"
"45987GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_options_pro-sub_020925","26/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_options_pro-sub_020925","Google","979","17","1.74","104","10.62","165","62","37.58","16.85393258","4","10370","2592.5","26","45473","1748.961538","41","46","52","56","0.41","2.66","4.19","4.7","5.31","5.72","56","26512","33.94","84","157982.33","60","6.13","107389","1789.82","24","2.45","50593.33","11","22075.56","2006.869091","97","60","49408.56","4","7796","1949","4","7796","1949","18","27482","Week 18"
"45987GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_generic_pro-sub_020925","26/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_generic_pro-sub_020925","Google","1046","20","1.91","111","10.61","191","100","52.36","18.26003824","3","8472","2824","29","63147","2177.482759","41","45","53","59","0.29","2.77","3.92","4.3","5.07","5.64","60","18466","31.41","85","183739.66","64","6.12","132487","2070.11","21","2.01","51252.66","18","48504.49","2694.693889","110","64","66992.49","5","11496","2299.2","5","11496","2299.2","22","36978","Week 18"
"45987GA_UAC-TROAS_Android_Catalyst-Quality-SU&Pro_Pan-India_141125ga_aud-signal_android_generic_catalyst-quality-su&pro_141125","26/11/2025","GA_UAC-TROAS_Android_Catalyst-Quality-SU&Pro_Pan-India_141125","ga_aud-signal_android_generic_catalyst-quality-su&pro_141125","Google","204","13","6.37","42","20.59","36","23","63.89","17.64705882","1","1974","1974","9","20617","2290.777778","15","15","17","17","0.49","4.41","7.35","7.35","8.33","8.33","15","7197","41.67","27","68590.58","18","8.82","38608","2144.89","9","4.41","29982.58","6","16120","2686.666667","18","18","20617","3","8923","2974.333333","3","8923","2974.333333","6","10494","Week 18"
"45987GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_options_catalyst-quality-su_040825","26/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_options_catalyst-quality-su_040825","Google","2955","46","1.56","356","12.05","165","45","27.27","5.583756345","0","0","","32","54847.33","1713.979063","56","62","67","71","0","1.08","1.9","2.1","2.27","2.4","72","14974.33","43.64","96","152683.33","72","2.44","115407.33","1602.88","24","0.81","37276","5","14374.33","2874.866","81","72","54847.33","2","10627.33","5313.665","2","10627.33","5313.665","31","45719","Week 18"
"45987GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_generic_catalyst-quality-su_040825","26/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_generic_catalyst-quality-su_040825","Google","3496","55","1.57","420","12.01","226","50","22.12","6.464530892","2","3673","1836.5","37","56038","1514.540541","60","70","73","79","0.06","1.06","1.72","2","2.09","2.26","82","13268","36.28","111","181422.73","82","2.35","125593","1531.62","29","0.83","55829.73","9","14080.29","1564.476667","125","82","57551.29","1","799","799","1","799","799","34","50966","Week 18"
"45986GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_generic_catalyst-quality-su_040825","25/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_generic_catalyst-quality-su_040825","Google","3099","53","1.71","388","12.52","200","54","27","6.45369474","0","0","","39","57711","1479.769231","65","75","85","88","0","1.26","2.1","2.42","2.74","2.84","90","14443","45","124","189826","90","2.9","138860","1542.89","34","1.1","50966","8","11992","1499","103","90","57711","2","2998","1499","2","2998","1499","39","57711","Week 19"
"45986","25/11/2025","","","","417","16","3.84","63","15.11","58","28","48.28","13.9088729","0","0","","8","13743","1717.875","13","15","16","17","0","1.92","3.12","3.6","3.84","4.08","19","12919","32.76","32","56066.45","21","5.04","35680","1699.05","11","2.64","20386.45","6","10892.45","1815.408333","36","21","15139.45","2","3499","1749.5","2","3499","1749.5","7","11743","Week 19"
"45986","25/11/2025","","","Organic","427","20","4.68","86","20.14","48","27","56.25","11.2412178","4","8896","2224","11","22364","2033.090909","12","15","16","17","0.94","2.58","2.81","3.51","3.75","3.98","13","18368","27.08","25","56226.69","17","3.98","38759","2279.94","8","1.87","17467.69","9","18966","2107.333333","26","17","22364","4","5921","1480.25","4","5921","1480.25","2","2998","Week 19"
"45986UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-2-010823","25/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-2-010823","Google","883","12","1.36","73","8.27","183","54","29.51","20.72480181","1","1374","1374","25","37350","1494","50","62","72","78","0.11","2.83","5.66","7.02","8.15","8.83","80","15267","43.72","109","169766","81","9.17","127194","1570.3","28","3.17","42572","3","4372","1457.333333","79","81","37350","0","","","0","","","24","35976","Week 19"
"45986UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-1-010823","25/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-1-010823","Google","502","25","4.98","58","11.55","103","52","50.49","20.51792829","2","2798","1399","13","20462","1574","25","32","37","38","0.4","2.59","4.98","6.37","7.37","7.57","36","10495","34.95","51","91199.75","39","7.77","66636","1708.62","12","2.39","24563.75","8","14666.75","1833.34375","53","39","24835.75","4","8670.75","2167.6875","4","8670.75","2167.6875","10","14990","Week 19"
"45986GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_options_pro-sub_020925","25/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_options_pro-sub_020925","Google","838","21","2.51","78","9.31","131","61","46.56","15.63245823","8","22293","2786.625","23","50552.5","2197.934783","34","37","40","45","0.95","2.74","4.06","4.42","4.77","5.37","41","21218.5","31.3","56","102657.16","46","5.49","85154.5","1851.18","10","1.19","17502.66","18","45970.16","2553.897778","78","46","56463.16","9","20617","2290.777778","9","20617","2290.777778","12","18488","Week 19"
"45986GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_generic_pro-sub_020925","25/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_generic_pro-sub_020925","Google","968","25","2.58","97","10.02","196","85","43.37","20.24793388","9","18691","2076.777778","38","63137","1661.5","59","64","73","75","0.93","3.93","6.1","6.61","7.54","7.75","67","11268","34.18","115","210159.22","77","7.95","141973","1843.81","38","3.93","68186.22","25","43456.91","1738.2764","115","77","65649.55","10","20946.91","2094.691","10","20946.91","2094.691","26","40974","Week 19"
"45986GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_options_catalyst-quality-su_040825","25/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_options_catalyst-quality-su_040825","Google","2688","32","1.19","307","11.42","174","42","24.14","6.473214286","0","0","","34","50966","1499","60","74","86","87","0","1.26","2.23","2.75","3.2","3.24","89","13344","51.15","128","197022","89","3.31","137061","1540.01","39","1.45","59961","5","7495","1499","71","89","50966","0","","","0","","","34","50966","Week 19"
"45986Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_open_android_test-creatives_pro-sub_131125","25/11/2025","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_open_android_test-creatives_pro-sub_131125","Facebook","191","6","3.14","22","11.52","34","15","44.12","17.80104712","2","2647","1323.5","10","15939","1593.9","18","18","19","21","1.05","5.24","9.42","9.42","9.95","10.99","20","8544","58.82","35","65815","21","10.99","33828","1610.86","14","7.33","31987","6","9043","1507.166667","14","21","15939","4","6045","1511.25","4","6045","1511.25","7","11393","Week 19"
"45985","24/11/2025","","","","440","13","2.95","59","13.41","51","24","47.06","11.59090909","1","1399","1399","9","16467","1829.666667","15","17","19","21","0.23","2.05","3.41","3.86","4.32","4.77","18","14497","35.29","23","48428","21","4.77","45430","2163.33","2","0.45","2998","9","16467","1829.666667","29","21","16467","2","6074","3037","2","6074","3037","7","10493","Week 19"
"45985","24/11/2025","","","Organic","424","30","7.08","76","17.92","55","37","67.27","12.97169811","3","13648","4549.333333","9","25117","2790.777778","11","12","15","17","0.71","2.12","2.59","2.83","3.54","4.01","13","17367","23.64","22","63705","19","4.48","59908","3153.05","3","0.71","3797","9","25117","2790.777778","36","19","25117","5","15170","3034","5","15170","3034","5","9495","Week 19"
"45985UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-2-010823","24/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-2-010823","Google","548","21","3.83","59","10.77","98","36","36.73","17.88321168","2","7798","3899","20","42405","2120.25","37","48","52","53","0.36","3.65","6.75","8.76","9.49","9.67","53","23790","54.08","69","134431","56","10.22","104469","1865.52","13","2.37","29962","22","55878","2539.909091","41","56","55878","8","34992","4374","8","34992","4374","15","22485","Week 19"
