adset_name,campaign_id,adset_id,status,budget_type,budget,bid_strategy,bid_amount,billing_event,optimization_goal,start_time,end_time,age_min,age_max,gender,countries,device_platforms,os,min_os_version,publisher_platforms,facebook_positions,instagram_positions,custom_audiences,excluded_audiences,app_id,object_store_url,ad_name,creative_name,creative_type,primary_text,headline,description,call_to_action,link_url,url_tags,horizontal_asset,vertical_asset,square_asset,thumb_horizontal,thumb_vertical,thumb_square,page_id
,120237965659630636,,PAUSED,daily,,LOWEST_COST_WITHOUT_CAP,,IMPRESSIONS,APP_INSTALLS,,,18,65,0,IN,mobile,Android,,facebook|instagram,feed|video_feeds|story|reels,stream|story|reels|explore|explore_home,,,495909759024406,https://play.google.com/store/apps/details?id=com.univest.capp&hl=en_IN,,,,,,INSTALL_MOBILE_APP,https://univest.in/dl/1lOhab,,,,,,,100391482646475
